URL;ID;Resultado:
Objeto Digital;0;link invalido
http://apis.sae.digital/redirect/r/EF223L1POR1ED;1;url ok!
https://url.sae.digital/EF21_3_POR_L1_U1_01_OD2;3;url ok!
https://url.sae.digital/EF21_3_POR_L1_U1_01_OD1;2;url ok!
http://apis.sae.digital/redirect/r/EF223L1POR2ED;4;url ok!
https://url.sae.digital/EF21_3_POR_L1_U1_02_OD1;5;url ok!
https://url.sae.digital/EF21_3_POR_L1_U1_02_OD2;6;url ok!
http://apis.sae.digital/redirect/r/EF223L1POR3ED;7;url ok!
https://url.sae.digital/EF21_3_POR_L1_U2_01_OD2;9;url ok!
https://url.sae.digital/EF21_3_POR_L1_U2_01_OD1;8;url ok!
http://apis.sae.digital/redirect/r/EF223L1POR4ED;10;url ok!
https://url.sae.digital/EF21_3_POR_L1_U2_02_OD2;12;url ok!
https://url.sae.digital/EF21_3_POR_L1_U2_02_OD1;11;url ok!
http://apis.sae.digital/redirect/r/EF223L1MAT1ED;14;url ok!
https://url.sae.digital/EF21_3_POR_L1_U2_02_OD3;13;url ok!
https://url.sae.digital/EF21_3_MAT_L1_U1_01_OD1;15;url ok!
https://url.sae.digital/EF21_3_MAT_L1_U1_01_OD2;16;url ok!
;20;link invalido
https://url.sae.digital/EF21_3_MAT_L1_U1_02_OD1;18;url ok!
http://apis.sae.digital/redirect/r/EF223L1MAT2ED;17;url ok!
https://url.sae.digital/EF21_3_MAT_L1_U1_02_OD2;19;url ok!
http://apis.sae.digital/redirect/r/EF223L1MAT3ED;21;url ok!
https://url.sae.digital/EF21_3_MAT_L1_U2_01_OD1;22;url ok!
https://url.sae.digital/EF21_3_MAT_L1_U2_01_OD2;23;url ok!
http://apis.sae.digital/redirect/r/EF223L1MAT4ED;24;url ok!
https://url.sae.digital/EF21_3_MAT_L1_U2_02_OD1;25;url ok!
https://url.sae.digital/EF21_3_MAT_L1_U2_02_OD2;26;url ok!
http://apis.sae.digital/redirect/r/EF223L1MAT5ED;27;url ok!
https://url.sae.digital/EF21_3_MAT_L1_U2_03_OD1;28;url ok!
https://url.sae.digital/EF21_3_MAT_L1_U2_03_OD2;29;url ok!
http://apis.sae.digital/redirect/r/EF223L1CIE1ED;30;url ok!
https://url.sae.digital/EF21_3_CIE_L1_U1_01_OD1;31;url ok!
https://url.sae.digital/EF21_3_CIE_L1_U1_01_OD2;32;url ok!
https://url.sae.digital/EF21_3_CIE_L1_U1_02_OD1;34;url ok!
http://apis.sae.digital/redirect/r/EF223L1CIE2ED;33;url ok!
https://url.sae.digital/EF21_3_CIE_L1_U1_02_OD2;35;url ok!
http://apis.sae.digital/redirect/r/EF223L1GEO1ED;36;url ok!
https://url.sae.digital/EF21_3_GEO_L1_U1_01_OD1;37;url ok!
http://apis.sae.digital/redirect/r/EF223L1GEO2ED;38;url ok!
https://url.sae.digital/EF21_3_GEO_L1_U1_02_OD1;39;url ok!
https://url.sae.digital/EF21_3_GEO_L1_U1_02_OD2;40;url ok!
http://apis.sae.digital/redirect/r/EF223L1HIS1ED;41;url ok!
;43;link invalido
https://url.sae.digital/EF21_3_HIS_L1_U1_01_OD1;42;url ok!
http://apis.sae.digital/redirect/r/EF223L1HIS2ED;45;url ok!
https://url.sae.digital/EF21_3_HIS_L1_U1_01_OD2;44;url ok!
https://url.sae.digital/EF21_3_HIS_L1_U1_02_OD1;46;url ok!
https://url.sae.digital/EF21_3_HIS_L1_U1_02_OD2;47;url ok!
http://apis.sae.digital/redirect/r/EF223L1HIS3ED;48;url ok!
https://url.sae.digital/EF21_3_HIS_L1_U1_03_OD1;49;url ok!
https://url.sae.digital/EF21_3_HIS_L1_U1_03_OD2;50;url ok!
https://url.sae.digital/EF21_3_ART_L1_U1_01_OD2;52;url ok!
https://url.sae.digital/EF21_3_ART_L1_U1_01_OD1;51;url ok!
https://url.sae.digital/EF21_3_ART_L1_U1_02_OD1;53;url ok!
https://url.sae.digital/EF21_3_ART_L1_U1_03_OD1;54;url ok!
https://url.sae.digital/EF21_3_ART_L1_U1_04_OD1;55;url ok!
http://apis.sae.digital/redirect/r/EF223L1FIL1ED;56;url ok!
https://url.sae.digital/EF21_3_FIL_L1_U1_01_OD1;57;url ok!
http://apis.sae.digital/redirect/r/EF223L1FIL2ED;58;talvez nao seja QRCODE...
http://apis.sae.digital/redirect/r/EF223L1FIL3ED;60;url ok!
https://url.sae.digital/EF21_3_FIL_L1_U1_02_OD1;59;url ok!
https://url.sae.digital/EF21_3_FIL_L1_U1_03_OD1;61;url ok!
https://url.sae.digital/EF21_3_EDF_L1_U1_01_OD1;62;url ok!
https://url.sae.digital/EF21_3_EDF_L1_U1_01_OD2;63;url ok!
https://url.sae.digital/EF21_3_EDF_L1_U1_02_OD1;64;url ok!
